userId,month,date,sleep_start_time,sleep_end_time,sleep_min,sleep_efficiency,awaken_min,awaken_moments,cal_consume,active_cal,walks,distance,stairs,active_ratio,nap_total_freq,nap_total_time
9,5,21,1675,2064,357,0.9177,32,15,2345,1254,10433,7.1,12,0.393,0,0
9,5,22,1547,1980,403,0.9307,30,28,2609,1569,10238,6.97,9,0.4173,0,0
9,5,23,1503,2163,610,0.9242,50,42,2198,1071,7777,5.3,14,0.3512,0,0
9,5,24,1580,2132,458,0.8297,94,31,1847,559,4842,3.3,1,0.2036,0,0
9,5,25,1543,2060,467,0.9033,50,36,1595,239,1621,1.1,0,0.101,1,73
9,5,26,1605,2098,447,0.9067,46,30,2173,1048,9324,6.35,5,0.3658,0,0
9,5,27,1650,2146,433,0.873,63,27,2101,931,8711,5.93,2,0.3027,0,0
9,5,28,1689,2095,349,0.8596,57,26,2221,1108,9024,6.15,3,0.3672,0,0
9,5,29,1702,1962,225,0.8654,35,18,2078,872,6658,4.61,1,0.2687,1,58
9,5,30,1546,2139,508,0.8567,85,33,2323,1204,11506,7.84,10,0.3006,0,0
9,5,31,1604,2147,482,0.8877,61,28,1984,746,7570,5.16,8,0.2559,0,0
9,6,1,1679,2214,487,0.9103,48,34,2178,1027,9659,6.58,0,0.3463,0,0
9,6,2,1618,1988,339,0.9162,31,21,2266,1148,9771,6.65,5,0.3819,0,0
